symbol,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MCF7,MDA-MB-231/ATCC,MDA-MB-468,MOLT-4,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC-62,UO-31
MIR592,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,2,1,0,0,1,0,1,-1,1,1,0,1,0,-1,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1,-1,1,1,1,2,1
MIR593,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,2,1,0,0,1,0,1,-1,1,1,0,1,0,-1,1,1,1,1,1,0,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1
MIR595,1,1,0,1,1,1,0,0,0,0,1,0,0,0,2,1,1,1,1,1,-1,1,2,1,-1,2,0,2,-1,1,1,0,0,0,1,1,1,1,1,1,1,1,-1,1,-1,0,1,1,1,-1,1,1,0,1,1
MIR596,-1,-1,0,0,1,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,1,0,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,0,1,0,-1,-1,0,-1,0,0,0,-1,-1,0,-1,1,0
MIR597,-1,-1,0,-1,1,0,0,-1,0,-1,-2,-1,0,-1,-1,1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,-1,0,0,0,-1,-1,0,-1,0,0
MIR598,-1,-1,0,-1,1,0,0,-1,0,-1,-2,-1,0,-1,-1,1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,-1,0,0,0,-1,-1,0,-1,0,0
MIR599,1,1,0,0,1,1,0,1,1,2,0,2,0,1,1,2,1,1,0,1,1,-1,2,1,1,1,0,1,1,0,-1,-1,1,1,1,1,0,2,-1,0,1,0,1,1,0,0,0,-2,0,1,1,0,2,1,2
MIR600,0,0,-1,-1,1,-1,0,1,0,-1,0,-1,0,-1,-1,-1,-1,0,0,0,1,0,-1,0,-1,0,0,-1,-1,1,-1,-1,-1,0,1,0,1,0,0,0,1,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,-1
MIR600HG,0,0,-1,-1,1,-1,0,1,0,-1,0,-1,0,-1,-1,-1,-1,0,0,0,1,0,-1,0,-1,0,0,-1,-1,1,-1,-1,-1,0,1,0,1,0,0,0,1,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,-1
MIR601,0,0,-1,-1,1,-1,0,1,0,-1,0,-1,0,-1,-1,-1,-1,0,0,0,1,0,-2,0,-1,0,0,-1,-1,1,-1,-1,-1,0,1,0,1,0,0,0,1,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,-1
MIR602,0,0,-1,-1,1,-1,0,1,0,-1,0,-1,0,-1,-1,-1,-1,0,0,-1,1,0,-1,0,0,0,-1,-1,1,1,-1,-1,-1,0,1,1,1,0,0,0,0,-1,-1,0,0,-1,1,0,-1,1,1,1,-1,-1,-1
MIR603,0,1,0,0,0,0,0,-1,-1,1,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,1,-1,1,0,-1,-1,0,1,-1,-1,-1,0,-1,-1,0,1,-1,0,0,-1,-1,-1,-1,-1,0
MIR604,0,1,0,0,0,0,0,-1,-1,1,0,0,2,-1,1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,1,-1,1,0,-1,-1,0,1,-1,-1,-1,0,-1,-1,0,1,-1,0,0,-1,-1,-1,-1,-1,-1
MIR605,0,1,1,1,0,0,0,0,1,1,0,-1,0,-1,0,-1,0,0,1,0,0,-1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,-1,1,-1,-1,-1,0,-1,-1,0,1,-1,0,1,1,0,0,-1,-1,0
MIR608,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,-1,0,0,-1,-1,0,-1,0,-1,0,-1,1,1,2,-1,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,1,-1,0,-1,-1,-1
MIR609,0,1,0,1,0,0,0,0,0,0,0,1,0,-1,0,-1,0,0,-1,0,0,-1,-1,0,-1,0,-1,0,-1,1,1,0,-1,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,-1,-2,0,-1,-1,0,-1,-1,-1
MIR610,0,1,1,0,-1,0,0,1,-1,1,0,0,0,0,-1,-1,1,-1,0,0,2,1,-1,0,2,0,1,-1,-1,0,1,1,-1,1,-1,1,-1,1,2,-1,0,0,-1,0,1,1,-1,0,1,1,-1,1,-1,0,1
MIR611,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,1,0,-1,0,1,0,0,-1,1,-1,1,-1,0,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,-1,0,1,1,-1,-1,-1,-1,1
MIR612,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,-1,-1,1,-1,1,1,0,1,1,1,1,2,1,0,-1,-1,-1,-1,2,0,-1,0,1,1,-1,-1,-1,-1,1
MIR613,-1,-1,0,1,0,1,0,0,-1,0,0,0,0,1,-1,-1,0,0,-1,0,1,0,-1,-1,-1,0,0,1,1,-1,0,0,0,0,0,-1,0,0,1,0,0,0,-1,0,-1,-1,-1,0,1,-2,0,0,0,0,1
MIR614,0,-1,0,1,0,1,0,0,-1,0,0,0,0,1,-1,-1,0,0,-1,0,1,0,-1,-1,-1,0,0,1,1,-1,0,0,0,0,0,-1,0,0,1,0,0,0,-1,0,-1,-1,-1,0,1,-2,0,0,0,0,1
MIR615,-1,-1,0,1,-1,1,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,0,1,0,-1,-1,-1,0,1,1,0,1,-1,0,0,0,1,1,0,0,0,0,-1,-1,-1,0,0,1,-1,0,1,1,0,-1,-1,0,1
MIR617,-1,0,1,2,-1,1,0,0,1,-1,0,0,-2,0,0,-1,0,0,0,2,1,0,2,0,-1,0,2,1,0,1,0,0,-1,0,-1,1,1,0,0,0,0,0,-1,1,1,1,-1,0,0,1,0,0,-1,1,2
MIR618,-1,0,1,2,-1,1,0,0,1,-1,0,0,-2,0,0,-1,0,0,0,2,1,0,2,0,-1,0,2,1,0,1,0,0,-1,0,-1,1,1,0,0,0,0,0,-1,1,1,1,-1,0,0,1,0,0,-1,1,2
MIR620,-1,-1,0,1,-1,1,0,1,0,-1,0,0,0,-1,0,-1,0,0,0,1,1,0,1,0,-1,0,0,1,-1,1,-1,0,-1,0,1,1,1,-1,-1,0,0,-1,0,1,0,1,-1,0,0,1,0,0,2,0,2
MIR621,-1,-1,-1,0,0,1,0,1,-1,-1,1,0,0,-1,-1,-1,1,-1,-1,0,0,0,1,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,1,-1,-1,-2,0,-1,-1,1,0,1,-1,-1
MIR622,-1,0,-1,0,1,0,0,2,-1,0,1,1,-2,-1,-1,-1,1,-1,1,0,0,-1,-1,-1,1,0,0,-1,0,0,-1,-1,-1,1,1,-1,-1,0,-2,0,1,-1,-1,1,-1,-1,1,0,1,-1,1,-1,2,-1,0
MIR623,-1,-1,-1,0,1,-1,0,1,-1,-1,1,0,0,-1,-1,-1,1,-1,-1,0,0,-1,-1,-1,1,0,0,-1,0,0,-1,-1,-1,1,1,-1,-1,0,-1,0,1,-1,-1,1,-1,-1,1,0,1,-1,1,-1,1,-1,-1
MIR624,0,-1,0,0,-1,-1,-1,0,2,0,0,0,0,0,1,0,-1,0,-1,0,0,-1,1,0,-1,0,0,1,1,1,0,-1,0,1,1,1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,1,-1,0,0,1,0
MIR626,0,0,-1,0,-1,0,0,1,0,1,0,0,0,-1,-1,-1,1,0,0,0,0,0,-1,-1,-1,0,-1,0,1,1,0,0,-1,1,-1,1,-1,0,0,-1,1,0,-1,0,-1,-1,-1,0,0,0,-1,1,-1,-1,-2
MIR627,0,0,-1,0,-1,0,0,1,0,1,0,0,0,-1,-1,-1,1,0,0,0,0,0,-1,-1,-1,0,-1,0,1,1,0,0,-1,1,-1,1,-1,0,0,-1,1,0,-1,0,-1,-1,-1,0,0,0,-1,1,1,-1,-2
MIR628,0,0,1,0,-1,0,0,1,1,1,0,0,0,-1,-1,-1,1,0,0,0,0,1,1,-1,-1,0,1,0,0,1,-1,0,-1,1,-1,-1,2,0,0,0,1,0,-1,0,0,-1,-1,0,0,0,-1,1,1,0,0
MIR629,-1,-1,1,-1,-1,-1,0,1,0,1,0,0,0,-1,-1,-1,1,0,0,0,0,1,0,-1,-1,0,1,0,1,1,-1,-1,-1,1,-1,-1,1,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,1,-1,-1,-1
MIR630,-1,0,1,-1,-1,-1,0,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,2,1,-1,-1,0,1,0,1,1,-1,-1,-1,1,-1,-1,2,0,0,0,1,-1,0,0,2,-1,-1,0,0,0,0,1,1,-1,-1
MIR631,-1,-1,1,-1,-1,-1,0,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,2,0,-1,-1,0,1,0,1,1,-1,-1,-1,1,-1,-1,1,0,-1,0,1,-1,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,-2
MIR632,0,1,1,1,-1,0,0,1,0,-1,0,0,0,1,0,-1,1,0,0,0,1,0,-1,0,-1,1,0,0,1,1,-1,-1,-1,1,-1,-1,0,-1,1,1,0,-1,0,0,0,-1,-1,0,0,1,1,1,0,0,-1
MIR634,0,1,1,1,-1,2,0,1,0,1,0,2,0,1,1,-1,2,0,0,0,1,0,1,0,-1,1,0,0,-1,1,1,0,-1,1,1,1,0,-1,1,1,1,1,1,1,0,0,-1,0,1,1,1,1,1,1,-1
MIR635,0,1,1,1,-1,2,0,1,0,1,0,2,0,1,1,-1,0,0,0,0,1,0,1,0,1,1,0,0,-1,1,1,0,-1,1,1,1,0,-1,1,1,1,1,1,1,0,0,-1,0,1,1,2,1,1,1,-1
MIR636,0,1,1,1,-1,1,0,1,0,1,0,1,0,1,1,-1,-1,0,0,-1,1,0,-1,0,1,1,0,0,-1,1,1,1,1,1,1,1,0,-1,1,1,-1,1,0,1,0,0,-1,0,1,1,1,1,-1,0,-1
MIR637,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,1,-1,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1
MIR638,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,2,0,-1,-1,-1,-1,-1,-1,1,0,1,1,0,1,0,1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,-1
MIR639,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,0,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,0,1,0,1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,-1
MIR641,-1,1,1,-1,-1,-1,0,0,0,-1,0,-1,0,1,-1,0,1,0,0,0,0,0,-1,0,1,0,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,1,0,1,1,-1,1,-1,0,0,0,0,-1,-1,-1,-1,0,0,-1
MIR642A,-1,1,1,-1,-1,-1,0,0,-1,-1,0,-1,0,2,-1,0,1,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,-1
MIR642B,-1,1,1,-1,-1,-1,0,0,-1,-1,0,-1,0,2,-1,0,1,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,-1
MIR643,-1,1,1,-1,-1,-1,0,0,-1,0,0,0,0,-1,1,0,1,0,0,0,-1,-1,0,0,0,0,1,-1,-1,-1,-1,0,2,1,-1,1,0,1,0,1,1,-1,1,-1,0,0,0,0,0,-1,-1,0,1,1,-1
MIR644A,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,-1,1,0,1,0,0,2,1,-1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,-1,1,1,1
MIR645,0,1,0,0,1,1,1,1,0,0,0,-1,0,0,1,1,1,1,0,1,1,2,1,1,0,1,0,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,2,1,0,1,1,-2,1,1,1,-1,1,1,1
MIR647,0,0,-1,0,1,1,1,1,-1,1,0,-1,0,-1,1,1,1,1,0,1,1,1,-1,1,-1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,-1,1,1,1,0,1,1,1,1,1,1,1,2,1,1
MIR648,-1,-1,-1,-1,-1,-1,0,0,1,0,0,-1,0,-1,1,1,-1,0,1,0,-1,-1,-1,-1,0,0,-1,-1,-1,1,-1,1,1,2,-1,-1,-2,0,-1,1,-1,1,1,1,0,1,-1,0,-1,-1,-1,-1,-1,0,-1
MIR650,1,-1,-1,-1,-1,-1,1,1,-1,1,0,1,0,0,1,2,-1,1,1,1,-1,1,1,-1,1,0,-1,-1,1,0,1,1,2,0,0,-1,-2,1,1,1,0,2,2,1,2,-1,0,1,1,-1,-1,-1,2,1,1
MIR653,1,1,1,2,0,1,0,0,1,2,1,0,0,0,1,1,1,1,1,0,0,2,2,0,-1,1,0,1,1,0,1,0,2,0,-1,1,1,1,1,1,-2,1,1,1,-1,-1,1,1,1,-1,1,0,1,1,2
MIR654,0,-1,0,-1,-1,-1,1,-1,1,0,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,1,0,-1,0,-1,0,1,1,1,1,0,1,-1,1,-1,-1,2,0,-1,0,-1,0,0,-1,0,0,-1,1,-1,-1,-1,0,-1
MIR655,0,-1,0,-1,-1,-1,1,-1,1,0,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,1,0,-1,0,-1,0,1,1,1,1,0,1,-1,1,-1,-1,2,0,-1,0,-1,0,0,-1,0,0,-1,1,-1,-1,-1,0,-1
MIR656,0,-1,0,-1,-1,-1,1,-1,1,0,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,1,0,-1,0,-1,0,1,1,1,1,0,1,-1,1,-1,-1,2,0,-1,0,-1,0,0,-1,0,0,-1,1,-1,-1,-1,0,-1
MIR657,0,0,1,1,-1,1,0,1,0,1,0,1,0,1,1,-1,-1,0,0,-1,1,0,-1,0,-1,1,0,0,-1,1,1,-1,1,1,-1,1,0,-1,1,1,-1,1,0,2,0,0,-1,0,1,1,1,1,-1,0,-1
MIR658,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,1,-1,0,-1,-1,-1,0,-2,-1,-1,0,-1,-1,-1,-2,-1,-1,1,-1,-1,-1,0,0,-1,1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1
MIR659,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,1,-1,0,-1,-1,-1,0,-2,-1,-1,0,-1,-1,-1,-2,-1,-1,1,-1,-1,-1,0,0,-1,1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1
MIR661,1,1,1,-1,1,1,-1,-1,0,-1,0,1,0,1,1,2,1,1,0,1,2,0,0,0,-1,1,0,2,1,-1,1,0,2,1,2,1,-1,1,1,0,1,-1,0,1,0,0,0,0,-1,1,1,-1,0,0,1
MIR662,0,-1,-1,1,-1,-1,0,-1,-1,-1,0,-2,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,-1,1,-1,-1,1,-1,0,1,-1,0,-1,-1,-1,-1,-1,-1,1
MIR663A,0,1,1,0,1,-1,1,1,1,1,0,0,0,1,1,1,1,1,-1,0,1,1,1,0,1,1,0,1,1,1,-1,1,-1,1,1,1,0,1,1,0,1,-1,1,1,0,-1,1,0,1,1,1,-1,1,1,1
MIR663B,0,1,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,-1,1,1,0,0,1,-1,0,1,-1,1,-1,0,0,-1,0,0,-1,1,0,1,1,-1
MIR664A,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,1,-1,-1,0,1,1,1,0,-1,0,-1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0
MIR665,0,-1,0,-1,-1,-1,1,-1,1,0,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,1,0,-1,0,-1,0,1,1,1,1,0,1,-1,1,-1,-1,2,0,-1,0,-1,0,0,-1,0,0,-1,1,-1,-1,-1,0,-1
MIR668,0,-1,0,-1,-1,-1,1,-1,1,0,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,1,0,-1,0,-1,0,1,1,1,1,0,1,-1,1,-1,-1,2,0,-1,0,-1,0,0,-1,0,0,-1,1,-1,-1,-1,0,-1
MIR670,0,1,0,0,-1,0,0,0,-1,0,0,0,0,1,-1,-1,1,-1,0,0,1,0,-1,0,2,0,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,2,-1,0,0,1,0,0,1,-1,0,1,1,-1,1,-1,-1,1
MIR671,1,1,0,1,0,1,0,0,0,0,1,0,2,0,2,1,1,1,1,1,-1,1,1,1,0,1,0,1,-1,1,1,0,2,0,1,1,1,1,1,1,1,1,-1,1,-1,0,1,1,1,-1,1,1,0,1,1
MIR675,0,0,-1,-1,-1,-1,0,0,-1,-1,0,0,0,-1,-1,-1,1,-1,0,0,1,0,-2,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,0,-1,0,1,0,-1,-1,0,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,1
MIR708,0,-2,0,0,0,0,0,0,0,2,1,1,0,-1,-1,1,1,0,0,0,1,-1,1,0,1,0,0,-1,1,0,1,-1,0,1,1,1,1,0,1,-1,-1,-1,1,-1,-1,0,-1,0,1,1,1,-1,-1,0,1
MIR711,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0,1,-1,-1,-1,0,0,0,-2,0,-1,0,-1,-1,-1,-1,-1,1,-1,0,1,0,0,-1,1,0,-1,1,-1,1,-1,1,0,0,-1,-1,-1,-1,-1,-1,1
MIR744,0,1,1,1,1,-1,0,0,1,0,0,0,0,1,-1,1,-1,0,-1,0,0,0,0,0,-1,-1,0,-1,-1,1,0,1,-1,0,-1,-1,-1,-1,1,0,0,-1,0,1,-1,0,-1,0,-2,-1,-1,1,1,1,0
MIR758,0,-1,0,-1,-1,-1,1,-1,1,0,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,1,0,-1,0,-1,0,1,1,1,1,0,1,-1,1,-1,-1,2,0,-1,0,-1,0,0,-1,0,0,-1,1,-1,-1,-1,0,-1
MIR759,-1,-1,-1,0,0,1,0,1,-1,-1,1,0,0,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,0,1,-1,1,0,1,-1,-1
MIR760,0,-1,-1,0,1,-1,0,-1,-1,1,0,0,0,-1,1,1,0,0,0,0,0,1,-1,1,1,0,-1,0,0,-1,1,0,1,0,1,1,-1,1,1,0,1,0,0,-1,-1,-1,1,0,0,-1,1,1,-1,-1,0
MIR761,0,0,-1,-1,1,0,0,0,-1,2,0,0,0,0,0,1,0,0,1,0,0,1,-1,-1,1,0,0,0,0,-1,1,0,0,0,1,0,1,1,1,0,1,0,1,-1,0,0,0,0,0,-1,1,1,1,0,0
MIR762,0,1,0,1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,1,-1,-1,0,0,0,0,1,0,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,1
MIR765,0,1,-1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,1,1,0,1,1,-1,0,1,0,1,0,1,0,0,0,-1,-1,0,1,0,1,1,1,-1,0,-1
MIR769,-1,1,1,-1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,0,1,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,1,-1,1,2,-1,1,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,-1
MIR770,0,-1,0,-1,-1,-1,1,-1,1,0,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,1,0,-1,0,-1,0,1,1,1,1,0,1,-1,1,-1,-1,2,0,-1,0,-1,0,0,-1,0,0,-1,1,-1,-1,-1,0,-1
MIR802,0,1,-1,0,0,-1,0,0,1,-1,0,0,0,0,-1,1,-1,-1,1,-1,1,1,-1,0,1,0,0,-1,-1,-1,1,1,1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,-1,1,0,0,0,-1,0,-1,-1,-1
MIR873,0,1,1,0,2,-1,0,0,-1,-1,-1,1,-2,0,0,-1,0,0,-2,0,1,-1,-1,0,-1,0,-1,-1,0,0,0,1,-1,0,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1
MIR874,0,1,0,0,1,1,0,1,-1,-1,0,0,0,1,0,-1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,-1,0,0,-1,1,1,1,1,0,0,0,0,1,0,0,-1,1,-1,-1,-1
MIR875,1,1,0,0,1,1,0,1,1,2,0,2,0,1,1,2,1,1,0,1,1,-1,2,1,1,1,0,1,1,0,-1,-1,1,1,1,1,0,2,-1,0,1,0,1,1,0,0,0,-2,0,1,1,0,2,1,2
MIR876,0,1,1,0,2,-1,0,0,-1,-1,-1,1,-2,0,0,-1,0,0,-2,0,1,-1,-1,0,-1,0,-1,-1,0,0,0,1,-1,0,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1
MIR877,0,-1,-1,-1,1,-1,0,0,0,-1,0,-1,0,0,-1,1,-1,-1,1,-1,1,0,0,1,1,1,-1,0,-1,-1,1,1,1,0,1,0,1,-1,1,0,1,0,-1,-1,0,1,0,1,0,0,-1,-1,-1,-1,-1
MIR885,0,-1,0,-1,1,1,0,-1,-1,-1,0,-1,0,1,0,1,-1,-1,1,0,0,0,1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,1,1,0,-1,1,0,-1,1,0,1,0,1,0,0,0,0,-1,-1,-1,-1,1
MIR889,0,-1,0,-1,-1,-1,1,-1,1,0,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,1,0,-1,0,-1,0,1,1,1,1,0,1,-1,1,-1,-1,2,0,-1,0,-1,0,0,-1,0,0,-1,1,-1,-1,-1,0,-1
MIR920,0,0,1,2,0,1,0,0,2,1,-1,0,0,1,-1,-1,1,0,0,0,1,1,0,-1,-1,0,0,1,2,0,0,1,0,0,0,-1,1,0,1,0,0,0,1,1,2,-1,-1,0,2,1,0,0,0,1,1
MIR921,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,0,1,-1,0,0,1,1,1,0,1,1,-1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,-1
MIR922,0,-1,-1,-1,0,1,0,1,0,-1,0,0,0,0,1,1,0,-1,0,0,0,1,1,0,-1,0,0,1,1,-1,1,1,-1,2,-1,0,1,-1,-1,0,1,1,1,1,0,1,1,0,1,2,0,1,0,1,1
MIR933,0,1,0,1,-1,0,0,0,-1,-1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,-1,0,0,1,-1,0,1,0,1,-1,0,0,-1,0,1,-1,1,0,1,1,-1
MIR935,-1,1,1,-1,-1,-1,0,0,-1,0,0,0,0,-1,1,0,1,0,0,0,-1,-1,-1,0,-1,0,1,-1,-1,-1,-1,1,2,1,-1,1,0,1,0,1,1,-1,1,-1,0,0,0,0,0,-1,-1,0,1,1,-1
MIR936,0,1,0,1,0,0,0,0,0,0,0,1,0,-1,0,-1,0,0,-1,0,0,-1,-1,0,-1,0,-1,0,-1,1,1,0,-1,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,-1,-1,-2,0,-1,-1,0,-1,-1,-1
MIR937,1,1,1,-1,1,1,-1,-1,0,-1,0,1,0,1,1,2,1,1,0,1,2,0,0,0,-1,1,0,2,1,-1,1,0,2,1,2,1,-1,1,1,0,1,-1,0,1,0,0,0,0,-1,1,1,-1,0,0,1
MIR938,0,1,0,0,0,0,0,-1,-1,1,0,0,2,-1,1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,1,-1,1,0,-1,-1,0,1,-1,-1,-1,0,-1,-1,0,1,-1,0,0,-1,-1,-1,-1,-1,-1
MIR939,1,1,1,-1,1,1,-1,-1,0,-1,0,1,0,1,1,2,1,1,0,1,2,0,0,0,-1,1,0,2,1,-1,1,0,2,1,2,1,-1,1,1,0,1,-1,0,1,0,0,0,0,-1,1,1,-1,0,0,1
MIR940,0,1,-1,1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,-1,1,-1,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,1
MIR941-1,0,0,-1,0,1,1,1,1,-1,1,0,-1,0,-1,1,1,1,1,0,1,1,1,-1,1,-1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,-1,1,1,1,0,1,1,1,1,1,1,1,2,1,1
MIR941-2,0,0,-1,0,1,1,1,1,-1,1,0,-1,0,-1,1,1,1,1,0,1,1,1,-1,1,-1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,-1,1,1,1,0,1,1,1,1,1,1,1,2,1,1
MIR941-3,0,0,-1,0,1,1,1,1,-1,1,0,-1,0,-1,1,1,1,1,0,1,1,1,-1,1,-1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,-1,1,1,1,0,1,1,1,1,1,1,1,2,1,1
MIR941-4,0,0,-1,0,1,1,1,1,-1,1,0,-1,0,-1,1,1,1,1,0,1,1,1,-1,1,-1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,-1,1,1,1,0,1,1,1,1,1,1,1,2,1,1
MIR942,0,-1,-1,0,1,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,0,-1,1,1,1,1,0,0,0,-1,-1,1,0,-1,0,1,1,-1,1,1,0,1,2,1,-1,0,0,0,0,0,-1,1,1,0,1,-1
