symbol,A2058,A2780,A375,A427,CAOV3,HCT116,HT144,HT29,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,NCIH520,OCUBM,OV90,OVCAR3,PA1,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,UWB1289,VCAP
CTBP2,7,13,9,7,19,17,7,13,16,5,10,12,17,6,9,6,7,19,10,8,7,9,10,4,12,13,7,4,8,8
CTF1,0,5,0,4,2,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,3,1,0,5,0,9,0
CTLA4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CTNNA1,86,33,80,61,79,46,102,52,78,31,55,71,73,34,87,47,57,70,46,38,44,114,80,57,32,69,51,52,24,43
CTNNA2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
CTNNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNNB1,97,53,69,35,43,46,82,29,40,40,31,44,60,33,82,31,27,74,58,50,79,34,149,47,44,20,54,59,37,50
CTNNBIP1,10,4,9,16,12,8,6,7,4,3,1,13,4,3,8,21,9,9,31,3,8,3,14,9,14,10,11,6,9,5
CTNND1,30,17,32,16,39,31,25,66,37,15,15,94,40,12,34,56,56,42,30,22,26,38,37,47,49,88,72,16,35,68
CTNND2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,8
CTSB,28,13,23,18,76,45,70,18,13,135,14,27,47,8,8,8,16,123,26,26,212,70,139,73,40,26,32,55,12,3
CTSD,68,18,45,44,69,21,143,128,40,191,73,62,262,26,16,78,64,47,73,50,108,245,179,291,40,110,591,34,45,36
CUL1,39,43,35,22,33,20,30,31,43,42,42,31,21,52,21,33,38,30,24,51,23,16,23,27,38,25,13,34,30,32
CUL3,8,10,7,8,8,9,9,8,8,8,9,8,6,15,11,12,7,9,10,8,8,10,6,9,9,8,7,10,6,10
CX3CL1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,0,5,0,3,22,0
CX3CR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL1,115,0,26,0,20,1,62,1,9,79,134,0,69,38,0,0,29,36,0,0,25,67,17,11,1,4,0,3,119,0
CXCL10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1
CXCL11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
CXCL12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,41,0,0,0
CXCL13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL14,0,0,0,0,0,0,3,0,2,8,0,0,0,0,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL16,1,12,1,16,22,22,3,5,23,6,4,13,23,2,1,0,8,5,0,25,0,2,0,1,5,22,24,3,58,6
CXCL2,2,0,0,6,2,1,0,0,3,80,9,0,28,19,0,0,2,3,0,0,3,6,0,4,1,2,0,0,4,0
CXCL3,3,0,1,0,0,0,0,0,4,25,1,0,19,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,3,0
CXCL5,0,0,0,0,0,0,0,0,0,1,99,2,0,0,0,0,6,0,21,0,8,0,0,122,0,0,0,0,23,0
CXCL6,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,9,1,2,0,0,0,0,0,1,0,0,0,0,0
CXCL8,85,0,9,0,24,2,29,1,1,147,43,0,76,8,0,0,8,2,0,1,29,12,8,6,3,1,0,45,154,0
CXCL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCR4,0,1,0,0,23,0,0,17,1,2,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CXCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CXXC4,0,66,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CYCS,80,72,47,62,29,58,78,35,86,120,118,106,86,88,45,77,130,53,51,30,42,19,50,60,92,24,57,145,41,63
CYLD,1,1,2,2,1,2,2,1,1,2,0,5,1,2,3,1,0,0,1,5,5,1,1,3,3,2,2,1,0,1
CYP17A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP27A1,21,0,2,0,1,0,9,0,0,0,0,0,0,0,2,0,1,0,13,0,13,0,25,5,3,1,0,42,0,0
CYP7A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP8B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYSLTR2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTH1,7,4,4,5,5,5,3,5,4,3,6,4,8,6,4,9,7,11,4,2,6,7,6,8,8,8,6,2,5,4
CYTH2,7,7,7,8,4,11,4,24,5,3,2,11,10,4,11,16,24,8,7,6,7,13,6,5,4,11,10,5,7,8
CYTH3,8,2,6,13,4,7,18,1,13,11,4,20,3,4,2,13,4,55,7,5,18,16,31,10,5,14,1,20,30,13
CYTH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
DAAM1,0,0,0,1,2,2,3,1,1,1,0,5,3,2,1,4,1,6,2,0,2,2,3,4,4,2,10,4,9,8
DAAM2,24,0,8,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,7,6,43,0,0,0,0,31,0,0
DAB2IP,6,14,6,1,5,4,5,14,5,6,1,6,5,1,1,21,5,14,6,6,2,10,10,3,5,20,23,6,5,4
DAPP1,0,0,0,0,1,0,0,2,0,0,0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0
DAXX,45,31,24,15,23,13,30,14,22,22,14,16,10,42,16,28,18,21,19,18,21,17,33,14,13,7,25,13,11,24
DBI,45,41,36,82,52,18,65,70,62,57,76,49,39,27,39,92,87,23,31,18,62,38,83,34,14,12,65,86,26,59
DCHS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,2,0,0,0,0,0,0,0,0
DCHS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
DDB2,3,7,17,23,13,9,15,3,14,4,5,7,8,15,10,6,2,4,25,6,4,3,5,5,4,5,14,21,3,1
DDIT3,11,13,11,305,12,81,24,33,16,21,8,12,20,19,34,9,35,19,3,58,49,10,11,16,73,34,17,22,32,16
DDIT4,126,69,96,17,47,206,58,142,20,33,55,88,205,9,130,21,13,10,22,22,82,17,30,8,82,108,9,21,93,9
DDX58,2,5,0,3,9,5,2,7,4,9,2,24,2,1,1,7,0,9,3,2,8,2,2,10,1,55,2,1,0,2
DEFB4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEPDC5,1,3,1,1,1,2,2,1,3,1,1,2,1,1,1,2,1,2,1,3,1,1,3,1,2,1,1,1,1,2
DEPTOR,0,0,2,1,0,5,0,19,1,0,0,0,5,0,3,3,19,1,0,1,1,2,0,0,2,1,9,9,23,7
DHH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX33,24,18,18,7,5,13,11,7,18,17,19,9,14,24,12,6,5,6,11,21,8,3,19,7,27,9,6,14,18,7
DHX58,1,1,1,4,1,0,2,3,3,1,1,2,2,0,1,0,0,0,0,0,4,2,4,6,0,22,5,2,1,0
DIAPH1,24,26,46,26,56,22,27,31,50,32,29,31,35,39,40,26,26,32,19,25,16,28,41,18,25,53,29,17,36,35
DISP1,3,0,1,0,0,2,1,0,0,1,3,0,0,0,1,1,1,1,2,0,1,2,0,5,0,1,1,0,1,1
DKK1,33,70,41,543,238,22,43,24,53,23,2,6,3,100,0,3,68,0,0,0,6,12,9,11,0,2,1,0,3,0
DKK2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
DKK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DLG1,5,30,3,4,20,13,9,10,9,7,4,9,7,4,14,13,4,20,8,7,16,30,5,13,10,8,23,4,24,6
DLG2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
DLG4,5,13,5,13,0,4,3,0,0,10,0,3,0,5,0,3,0,3,6,9,6,1,2,3,4,2,5,3,5,0
DLG5,6,8,6,7,15,12,3,9,6,12,6,14,14,3,9,27,10,22,13,11,5,14,5,10,11,83,29,2,10,11
DLL1,0,0,0,1,1,2,0,1,2,1,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,1,3,0,0,1
DLL3,1,3,1,5,2,0,1,0,0,1,2,1,0,2,0,0,1,12,4,0,0,0,37,0,0,0,0,3,1,1
DLL4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
DNM1L,18,28,29,18,18,14,16,11,25,30,13,13,11,29,16,17,13,30,14,18,10,60,17,11,18,11,14,22,13,21
DOCK2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0
DOCK4,3,0,6,0,1,0,3,0,0,2,2,1,3,0,0,1,0,3,3,2,1,0,2,2,3,0,0,5,3,1
DRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0
DRD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTX1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0
DTX2,1,1,2,1,2,3,2,3,5,9,0,5,5,1,1,5,1,1,7,2,1,2,1,3,2,7,4,3,6,1
DTX3,6,3,8,7,3,0,5,0,0,5,1,3,4,4,8,4,1,11,10,0,8,1,0,6,10,11,9,0,2,7
DTX3L,5,19,6,10,27,7,7,20,15,24,3,21,8,1,7,1,3,39,2,7,21,10,11,18,10,55,3,4,22,7
DTX4,0,3,0,2,4,2,0,23,12,3,0,19,5,1,0,11,5,7,3,2,0,3,0,0,0,27,0,1,6,0
DUSP1,3,2,7,7,37,6,8,25,19,35,38,41,37,12,7,10,8,12,6,4,11,150,6,13,15,13,3,20,23,8
DUSP10,9,0,16,0,10,1,15,0,2,7,0,3,5,1,2,1,3,9,0,0,9,14,30,7,0,7,1,15,7,0
DUSP16,3,10,3,10,7,7,3,13,11,13,3,8,9,7,18,13,3,13,10,7,3,3,4,5,7,14,5,4,6,10
DUSP2,1,3,1,1,1,5,0,3,6,0,5,0,2,22,0,2,0,2,0,6,0,0,2,1,9,17,0,6,5,8
DUSP3,11,9,9,18,10,11,16,18,8,21,14,14,13,16,7,17,8,19,10,28,11,21,20,14,19,30,35,16,13,7
DUSP4,49,0,37,0,13,37,39,3,11,14,21,1,74,8,2,25,21,2,0,0,33,3,63,22,22,3,10,37,6,1
DUSP5,3,1,8,3,26,85,4,7,17,9,6,8,32,5,0,17,38,5,5,38,5,6,5,25,14,35,4,4,37,0
DUSP6,29,57,38,56,8,119,32,29,10,1,5,0,16,17,34,2,33,2,44,54,21,1,32,5,50,10,0,63,9,0
DUSP7,4,7,7,1,2,4,6,2,4,4,3,3,3,4,3,2,1,1,2,13,7,3,6,2,6,3,1,3,7,5
DUSP8,0,0,0,2,1,4,0,7,1,2,0,0,0,1,0,7,0,3,1,3,0,2,0,1,3,5,3,0,5,2
DVL1,15,19,20,31,14,42,13,30,23,20,18,14,24,17,19,22,21,32,26,39,23,43,25,37,34,51,15,21,38,29
DVL2,12,15,11,16,7,9,9,5,8,23,12,8,5,6,8,7,6,5,14,18,7,5,16,7,16,7,7,12,21,5
DVL3,15,22,10,31,33,13,22,19,15,9,8,16,9,5,57,31,19,28,17,23,25,20,26,16,17,24,59,14,45,19
E2F4,31,35,42,16,21,25,35,18,30,18,35,37,16,26,29,13,29,30,21,35,21,18,23,25,67,25,19,17,12,11
E2F5,3,6,1,6,3,5,0,5,2,1,2,1,3,1,2,3,1,6,10,7,1,2,0,2,5,5,3,1,4,3
EBAG9,4,4,3,3,5,11,4,5,7,2,3,9,5,4,7,6,4,6,3,8,5,5,3,5,8,7,7,4,6,5
ECSIT,5,20,19,24,10,5,14,9,18,8,16,16,12,8,16,14,8,8,21,11,13,9,10,2,13,2,12,16,18,20
EDAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0
EDARADD,1,0,0,39,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2
EDN1,0,0,0,46,4,0,0,14,7,0,3,3,1,1,0,6,6,1,11,0,0,31,0,0,0,7,112,0,59,0
EDN2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,0,13,0,0,0,4,0,0,0,1,0,0,13,0
EDN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
EDNRB,24,0,13,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,34,0,0,0,0,18,0,0
EEF2,495,830,740,1309,256,794,535,872,873,388,661,210,587,624,1162,553,180,265,1652,1811,351,372,526,257,640,303,517,538,493,611
EEF2K,5,6,6,4,1,8,2,5,6,5,7,12,5,3,8,14,4,4,5,7,6,7,4,4,7,4,4,6,10,5
EFCAB7,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,0,1,0,1,1,1,2,2,2,0,1,3,0,1
EFNA1,3,2,11,6,26,6,4,18,6,4,5,19,17,50,0,15,3,16,1,1,1,13,0,7,10,15,21,4,18,13
EFNA2,0,1,0,7,0,5,0,14,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,3,0,0,0,0
EFNA3,0,3,0,9,1,5,1,1,5,1,1,1,1,4,0,14,1,1,2,6,0,1,0,0,0,2,13,1,1,0
EFNA4,5,9,6,6,12,5,4,8,7,4,6,7,5,5,3,24,8,18,12,6,2,6,3,6,0,7,16,3,7,1
EFNA5,1,1,1,1,2,0,2,5,0,2,7,9,7,3,0,0,1,9,4,1,0,4,1,4,0,8,1,5,2,0
EGF,1,0,0,0,2,0,1,0,0,0,3,0,4,0,1,3,0,1,1,0,0,0,0,1,0,0,2,0,0,0
EGFR,0,1,1,4,25,12,0,9,11,14,4,37,7,8,0,1,0,11,1,4,10,22,0,34,0,11,1,2,32,2
EGLN1,19,13,9,33,28,8,11,13,8,13,6,9,7,10,11,6,5,11,5,7,7,9,21,8,4,11,5,11,7,5
EGLN2,3,3,2,2,2,1,3,4,2,1,1,4,2,2,4,1,8,2,3,2,3,4,4,2,1,3,6,3,2,3
EGLN3,0,0,0,0,3,0,0,7,1,2,2,6,5,0,0,3,8,9,13,0,0,0,0,6,1,1,0,0,39,0
EGR1,3,18,15,21,33,107,14,90,30,5,4,5,6,60,3,4,16,9,33,75,10,179,22,11,125,64,0,22,53,3
EGR2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0
EGR3,2,0,7,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,5,0,0,6,0,0
EHHADH,2,0,1,3,12,3,2,1,4,1,1,1,3,0,3,3,4,4,1,1,5,2,2,3,1,2,9,4,4,0
EI24,41,44,54,38,18,37,36,48,49,20,40,73,29,42,47,43,29,19,72,24,33,49,26,42,39,51,102,34,71,63
EIF4B,75,141,138,222,45,214,77,139,238,58,121,45,88,77,100,71,54,65,129,193,58,62,64,66,195,89,122,72,100,143
EIF4E,9,12,8,5,6,9,7,6,7,6,10,8,8,7,13,7,9,8,5,6,5,9,5,4,3,4,6,4,3,12
EIF4E1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4E2,11,12,10,5,8,7,12,11,7,12,13,9,8,10,13,12,11,12,15,5,15,15,11,13,7,9,7,10,6,10
EIF4EBP1,154,114,112,43,20,59,80,26,39,40,47,34,120,38,467,111,75,51,61,79,110,28,73,17,112,176,47,277,123,42
ELAVL1,17,24,15,12,12,16,13,11,13,10,13,10,8,16,26,21,12,14,15,20,8,17,13,9,18,8,12,15,23,11
ELF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,36,0,0,1
ELK4,4,6,7,4,3,14,5,7,5,5,5,6,6,4,7,4,2,11,3,13,4,14,5,4,8,9,5,4,4,6
ELMO1,0,0,8,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,7,0,0,0,0,3,0,0,0,1,0,0
ELOB,44,90,89,122,42,50,120,58,69,100,96,70,74,60,147,40,180,24,122,55,80,123,85,101,51,55,107,87,52,41
ELOC,27,17,22,13,18,13,20,8,9,13,14,17,19,8,15,10,21,19,14,17,17,17,17,15,10,6,15,23,15,20
ENAH,17,24,22,6,14,12,19,6,6,17,19,15,4,8,9,25,10,41,14,1,10,20,12,11,7,8,17,29,39,13
ENO1,695,615,898,247,185,292,717,376,398,495,1039,635,646,528,342,243,487,732,533,290,494,814,1154,803,400,151,351,1122,565,318
ENO2,17,3,11,1,50,13,30,20,15,55,2,3,2,5,12,0,5,5,22,38,24,4,56,13,13,18,2,7,2,3
ENO3,3,20,2,32,6,4,2,1,2,4,1,1,1,15,3,2,2,1,5,1,2,1,2,2,11,2,2,1,6,1
ENO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP300,9,27,10,5,0,10,13,10,14,9,5,15,9,13,14,16,5,10,8,6,11,19,15,7,14,14,11,9,10,24
EPHA2,20,17,44,13,48,45,18,40,43,20,19,51,53,97,6,2,23,104,17,31,37,78,3,80,88,97,0,8,93,0
EPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPOR,1,13,3,21,6,9,1,4,2,3,1,2,1,4,4,1,0,5,2,4,6,2,4,2,5,3,6,3,6,2
ERBB2,6,11,6,10,6,8,7,21,14,3,4,23,12,2,0,238,7,8,16,9,5,564,5,3,4,25,25,5,8,3
ERBB3,58,0,70,3,9,8,54,62,45,0,0,5,15,0,0,37,4,13,4,1,0,0,25,1,30,56,51,29,10,3
ERBB4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,1,0,0,0,0,3,0,0,0
ERBIN,9,8,11,20,13,15,11,20,16,5,5,15,11,9,10,9,4,13,4,20,8,15,6,14,13,23,8,6,7,5
EREG,0,0,0,1,1,158,0,22,17,52,0,0,29,14,0,0,0,0,0,0,24,0,0,154,5,0,0,0,3,0
ESR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,17,0,0,0
ESR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESRRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETS1,15,0,12,1,2,2,21,3,1,15,3,11,1,29,0,0,2,7,6,28,18,13,28,22,23,10,0,16,35,0
ETS2,2,0,4,1,8,18,4,116,35,8,3,19,61,1,0,2,14,7,4,9,6,13,2,7,24,52,0,2,15,2
EVC,4,4,5,3,5,0,3,0,0,11,1,2,0,2,1,0,0,1,2,17,18,7,4,11,0,0,1,3,0,3
EVC2,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0
EVL,0,4,1,2,2,1,1,0,0,2,4,2,2,0,4,14,0,3,5,0,2,4,0,0,0,0,4,2,2,7
EXOC2,13,8,5,7,7,12,6,6,7,6,8,5,8,17,7,12,10,7,16,10,10,14,11,9,14,11,11,6,9,1
EXOC7,8,8,8,12,7,14,6,15,5,4,6,7,5,8,7,26,6,14,11,18,8,10,9,12,16,23,18,5,8,12
F2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
F2R,28,3,20,8,1,12,74,25,9,3,1,3,1,6,0,1,5,17,8,0,95,34,32,15,0,13,0,41,2,14
F2RL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
F3,2,0,2,1,142,18,2,2,34,4,2,36,150,0,1,0,9,4,4,1,32,191,1,16,1,4,0,1,131,2
FABP1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FABP3,3,3,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,14,0,6,2,20,0,0,9,1,2,0,0
FABP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADD,12,9,15,22,10,14,12,27,11,9,7,7,12,20,7,15,12,9,29,11,8,9,31,17,26,23,14,7,26,7
FADS2,2,35,3,28,37,1,1,0,0,4,9,6,0,0,22,4,18,17,32,0,8,10,4,10,1,15,3,0,19,9
FARP2,8,7,4,2,2,2,8,8,4,3,4,2,1,4,3,3,2,3,3,3,3,5,12,1,2,7,1,19,2,4
FAS,4,2,4,7,9,5,5,0,12,4,4,2,6,5,0,1,0,2,1,7,6,1,0,3,0,2,6,4,12,23
FASLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FASN,59,91,86,55,60,40,55,44,59,32,100,44,70,35,29,414,41,64,102,46,15,30,185,35,35,74,125,58,121,305
FAT4,1,0,0,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0
FBP1,0,0,0,0,20,0,0,41,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,23,0,1,15
FBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO25,1,0,1,3,3,2,1,2,3,1,0,0,3,1,1,1,2,3,1,3,3,2,3,1,5,2,1,1,0,9
FBXO32,4,0,3,0,0,0,4,9,1,12,0,5,0,0,1,0,0,1,0,3,13,0,10,2,0,1,6,6,2,0
FBXW11,14,15,20,16,16,16,18,14,12,27,11,14,12,16,17,10,11,18,12,19,13,17,22,24,17,22,15,9,26,30
FCER1A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCER1G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
FCGR2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFAR2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FGF1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
FGF10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FGF18,0,9,0,0,2,1,0,0,0,1,0,0,0,0,1,0,2,36,1,0,0,24,0,0,4,11,0,0,62,0
FGF19,0,0,0,0,3,57,0,16,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,57,200,0,0,0,0
FGF2,4,4,3,3,2,3,3,0,7,19,7,16,0,2,1,0,0,1,21,0,3,42,0,0,0,0,0,2,0,0
FGF20,0,7,0,123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
FGF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF5,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0
FGF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF9,0,0,0,1,0,1,0,6,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FGFR1,1,20,2,18,0,9,1,0,4,10,2,4,0,4,55,12,1,4,54,14,15,13,1,9,6,1,2,3,1,1
FGFR2,0,0,0,2,10,4,0,11,1,2,0,11,0,0,0,0,12,11,14,1,0,2,0,0,0,0,11,0,6,0
FGFR3,3,3,2,6,4,7,1,29,5,0,2,1,0,1,12,7,8,5,20,6,0,7,0,0,0,13,11,2,5,5
FGFR4,5,8,3,11,5,9,5,16,13,5,1,3,1,6,2,152,9,9,21,2,2,9,2,1,16,13,6,4,1,1
