symbol,786-O,A-375,A-427,A-498,A-549,A-673,A2058,A2780,ACHN,BT-549,CCRF-CEM,COLO 205,Caki-1,Caov-3,DU145,EKVX,HCC2998,HCT 116,HCT 15,HDLM-2,HOP-62,HOP-92,HT-144,HT-29,Hs 578T,Huh-7,IGROV-1,K-562,KM12,L-1236,L-428,LOX-IMVI,LoVo,M14,MCF-7,MDA-MB-231,MDA-MB-436,MDA-MB-468,MMAc-SF,MOLT-4,MZ-MEL-7,NCI-H1650,NCI-H2122,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H520,NCI-H522,OCUB-M,OV-90,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PA-1,PC-3,RD,RKO,RPMI-7951,RPMI-8226,RXF 393L,SF268,SF295,SF539,SK-MEL-2,SK-MEL-28,SK-MEL-30,SK-MEL-5,SK-MES-1,SK-OV-3,SN12C,SNB-75,SR,SW620,SW837,T-47D,T98G,TC-71,TK-10,U-251MG,UACC-257,UACC-62,UO-31,UWB1.289,VCaP,WM115
LCK,0,0,0,-1,-1,0,0,0,-1,1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,1,-1,0,1,0,0,-1,0,0,1,-1,-1,1,1,-1,0,-1,0,-1,0,-1,-1,-1,-1,1,0,0,-1,0,0,-1,0,0,1,0,0,1,0,1,0,1,0,1,1,-1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,1,0,-1,0,0,-1
LCN2,0,-1,-1,0,-1,0,0,0,-1,1,0,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,1,0,-1,1,1,0,0,-1,0,0,0,1,0,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,0,-1,0,0,1,2,-1,1,0,-1,0,1,-1,-1,-1,0,-1,0,1,1,0,-1,0,1,-1,0,1,1,-1,-1,-1,0,1,-1
LCP2,0,-1,1,1,0,-1,0,0,0,1,0,1,1,1,-1,0,0,0,0,2,1,0,0,0,-1,-1,0,0,0,0,1,1,1,-1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,-1,0,1,2,1,1,0,-1,0,1,-1,0,0,1,1,1,1,1,1,-1,-1,0,0,0,1,0,1,1,1,-1,1,1,-1,-1,-1,1,0,0
LDHA,0,-1,0,1,0,-1,0,0,0,-1,0,1,-1,-1,-1,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,0,0,-1,0,1,1,0,-1,0,-1,-1,1,0,0,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,1,0,0,-1,-1,0,1,-1,0,0,1,-1,0,1,2,1,-1,0,1,-1,-1,0,-1,-1,0,-1,-1,1,-1,0,0
LDHAL6A,0,-1,0,1,0,-1,0,0,0,-1,0,1,-1,-1,-1,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,0,0,-1,0,1,1,0,-1,0,-1,-1,1,0,0,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,1,0,0,-1,-1,0,1,-1,0,0,1,-1,0,1,0,1,-1,0,1,-1,-1,0,-1,-1,0,-1,-1,1,-1,0,0
LDHAL6B,0,0,-1,0,1,0,0,0,0,-1,0,1,0,-1,0,1,0,-1,0,0,-1,-1,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,-1,0,-1,1,0,1,0,1,1,0,0,1,1,-1,0,1,0,-1,1,-1,0,-1,-1,0,1,1,0,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,1,1,0,-1,-1,-1,0
LDHB,0,1,1,0,1,0,0,0,2,0,0,0,1,-1,-1,1,0,0,0,0,1,-1,0,1,-1,1,0,-1,0,1,2,1,1,0,0,-1,1,-1,0,0,0,1,-1,0,1,2,0,-1,0,1,0,1,0,0,0,0,-1,0,0,-1,1,0,1,0,0,0,-1,0,1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,1,1,1,-1,1,0
LDHC,0,-1,0,1,0,-1,0,0,0,-1,0,1,-1,-1,-1,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,0,0,-1,0,1,1,0,-1,0,-1,-1,1,0,0,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,1,0,0,-1,-1,0,1,-1,0,0,1,-1,0,1,2,1,-1,0,1,-1,-1,0,-1,-1,0,-1,-1,1,-1,0,0
LEF1,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,0,1,0,-1,0,-1,0,0,1,-1,-1,1,0,0,-1,-1,0,0,0,-1,0,0,-1,1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,1,0
LEFTY1,0,1,-1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,-1,0,1,1,1,0,2,0,1,-1,0,1,1,1,1,0,0,0,-1,0,1,0,1,0,1,-1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,-1,1,-1,1,0,1
LEFTY2,0,1,-1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,-1,0,1,1,1,0,2,0,1,-1,0,1,1,1,1,0,0,0,-1,0,1,0,1,0,1,-1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,-1,1,-1,1,0,1
LEP,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,0,1,2,1,0,1,0,1,1,1,0,-1,0,1,-1,1,-1,1,1,1,0,1,0,-1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,-1,0,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,1
LEPR,0,1,0,0,-1,0,0,0,0,1,0,0,0,2,-1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,-1,-1,1,1,0,0,0,0,-1,0,0,0,1,-1,1,1,-1,0,1,0,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,-1,1,0,-1,1,0,0,-1,-1,1,1,1,1,1,1,0,0,0,0
LFNG,1,-1,1,1,-1,0,1,0,1,1,0,-1,0,-1,0,2,1,0,0,-1,-1,1,0,1,1,0,1,0,0,1,0,0,1,-1,0,0,1,1,1,-2,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,0,1,1,0,1,2,-1,1,1,-1,0,1
LGR4,0,-1,0,1,1,2,0,0,0,-1,0,1,0,-1,-1,1,0,0,0,0,0,-1,0,1,-1,2,-1,0,0,-1,0,2,1,1,-1,0,0,2,1,0,0,1,-1,1,-1,-1,0,1,1,1,2,1,-1,1,-1,0,1,0,0,-1,-1,1,2,-1,0,0,-1,-1,0,1,1,1,-1,0,1,0,1,1,-1,-1,1,-1,0,1,-1,0,0
LGR5,-1,1,0,0,1,0,0,0,2,-1,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,1,1,1,1,2,-1,-1,-1,-1,0,0,0,1,2,1,1,1,-1,0,1,1,1,1,0,-1,0,1,0,-1,-1,1,0,0,0,0,0,-1,0,1,0,1,1,-1,0,1,0,1,-1,1,0,0,-1,1,2,-1,1,0
LGR6,-1,1,0,1,0,0,1,1,1,1,0,1,1,-1,0,1,0,-1,0,-1,-1,1,0,-1,0,-1,0,1,-1,1,0,0,0,0,2,0,-1,1,1,-1,1,0,1,-1,0,1,1,0,1,0,0,1,1,1,-1,0,-2,1,1,-1,1,0,1,0,1,0,0,1,0,1,-1,-1,0,1,-1,0,1,0,1,1,1,-1,0,-1,-1,0,0
LHB,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,1,0,1,0,0,-1,1,-1,0,0,0,-1,0,-1,0,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,-1,0,-1,1,0,0,-1,1,-1,1,1,-1,1,-1,-1,1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,-1
LHCGR,0,0,1,1,1,0,0,0,1,-1,0,0,0,1,0,-1,0,0,0,2,1,0,0,0,1,-1,0,0,0,1,1,1,0,0,-1,-1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,-1,0,0,1,1,1,0,0,1,0,-1,0,1,0,1,1,0,1,-1,0,0,0,-1,0,1,1,0,1,1,-1,1,0,0
LIF,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,1,-1,0,0,0,0,-1,-1,-1,0,-1,1,1,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,0,1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,2,-1,0,-1,0,0,-1,0,0,-1,1,0,-1,1,0,1,1,0,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1,0,0
LIFR,1,1,1,1,0,0,1,0,0,1,0,1,1,1,2,1,0,0,0,2,1,1,1,1,1,2,0,1,0,0,1,1,1,0,0,1,2,1,1,0,0,1,1,0,1,1,1,1,0,2,-1,0,0,0,1,0,1,0,0,-1,1,1,1,1,0,-1,0,0,1,1,0,1,1,1,1,0,1,1,-1,-1,1,-1,1,-1,0,1,0
LILRA1,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,-1,-1,1,0,1,0,1,0,0,0,1,-1,-1,0,-1,-1,0,1,-1,0,0,0,1,1,1,-1,-1,-1,-1,-1,0,1,1,2,1,-1,0,1,1,0,1,0,1,0,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,-1,0,1,0
LILRA2,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,-1,-1,1,0,1,0,1,0,0,0,1,-1,-1,0,-1,-1,0,1,-1,0,0,0,1,1,1,-1,-1,-1,-1,-1,0,1,1,2,1,-1,0,1,1,0,1,0,1,0,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,-1,0,1,0
LILRA3,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,-1,-1,1,0,1,0,1,0,0,0,1,-1,-1,0,-1,-1,0,1,-1,0,0,0,1,1,1,-1,-1,-1,-1,-1,0,1,1,2,1,-1,0,1,1,0,1,0,1,0,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,-1,0,1,0
LILRA4,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,-1,-1,1,0,1,0,1,0,0,0,1,-1,-1,0,-1,-1,0,1,-1,0,0,0,1,1,1,-1,-1,-1,-1,-1,0,1,1,2,1,-1,0,1,1,0,1,0,1,0,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,-1,0,1,0
LILRA5,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,-1,-1,1,0,1,0,1,0,0,0,1,-1,-1,0,-1,-1,0,1,-1,0,0,0,1,1,1,-1,-1,-1,-1,-1,0,1,1,2,1,-1,0,1,1,0,1,0,1,0,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,-1,0,1,0
LILRA6,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,-1,-1,1,0,1,0,1,0,0,0,1,-1,-1,0,-1,-1,0,1,-1,0,0,0,1,1,1,-1,-1,-1,-1,-1,0,1,1,2,1,-1,0,1,1,0,1,0,1,0,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,-1,0,1,0
LILRB1,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,-1,-1,1,0,1,0,1,0,0,0,1,-1,-1,0,-1,-1,0,1,-1,0,0,0,1,1,1,-1,-1,-1,-1,-1,0,1,1,2,1,-1,0,1,1,0,1,0,1,0,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,-1,0,1,0
LILRB2,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,-1,-1,1,0,1,0,1,0,0,0,1,-1,-1,0,-1,-1,0,1,-1,0,0,0,1,1,1,-1,-1,-1,-1,-1,0,1,1,2,1,-1,0,1,1,0,1,0,1,0,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,-1,0,1,0
LILRB3,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,-1,-1,1,0,1,0,1,0,0,0,1,-1,-1,0,-1,-1,0,1,-1,0,0,0,1,1,1,-1,-1,-1,-1,-1,0,1,1,2,1,-1,0,1,1,0,1,0,1,0,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,-1,0,1,0
LILRB4,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,-1,-1,1,0,1,0,1,0,0,0,1,-1,-1,0,-1,-1,0,1,-1,0,0,0,1,1,1,-1,-1,-1,-1,-1,0,1,1,2,1,-1,0,1,1,0,1,0,1,0,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,-1,0,1,0
LILRB5,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,-1,-1,1,0,1,0,1,0,0,0,1,-1,-1,0,-1,-1,0,1,-1,0,0,0,1,1,1,-1,-1,-1,-1,-1,0,1,1,2,1,-1,0,1,1,0,1,0,1,0,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,-1,0,1,0
LIMD1,0,0,0,-1,-1,-2,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-2,0,-1,-1,0,-1,0,1,0,1,0,0,1,0,-1,1,0,0,1,0,-1,1,-1,-1,1,0,0,0,-1,0,-1,-1,-1,0,-1,-1,1,-1,1,0
LIPE,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,0,-1,0,-1,0,-1,1,-1,0,1,0,1,0,0,0,1,-1,0,0,0,-1,0,-1,1,-1,0,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,0,-1,1,0,1,-1,1,0,1,1,-1,1,-1,-1,-1,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1,0,1,-1
LLGL1,0,-1,0,0,1,0,0,0,1,1,0,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,1,0,-1,0,-1,1,1,0,0,-1,0,0,-1,1,-1,0,0,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,1,-1,1,0,0,-1,-1,-1,0,-1,-1,2,-1,0,0,-1,-1,0,-1,-1,1,-1,0,-1,-2,0,-1
LLGL2,0,-1,1,1,1,0,0,0,1,-1,0,1,1,0,0,1,0,1,0,-1,1,1,0,-1,-1,-1,0,0,-1,0,1,1,0,0,-1,0,-1,1,1,1,0,-1,0,0,0,-1,1,0,1,1,0,0,-1,1,1,0,1,1,1,-1,0,-1,1,1,-1,1,0,1,1,1,0,0,-1,0,1,0,1,0,1,1,1,-1,0,-1,0,-1,-1
LPAR1,0,0,-1,1,0,0,0,0,0,1,0,1,0,1,1,-1,0,0,0,0,-1,-1,-1,0,-1,1,0,0,0,-1,-1,1,0,0,0,0,0,-1,1,0,1,1,-1,0,-1,0,1,-1,0,1,0,-1,-1,0,1,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,-1,0,-1,1,0,0,0,1,-1,0,1,1,-1,-1,0,0,1,0
LPAR2,-1,1,0,1,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-2,-1,-1,0,-1,0,2,0,0,-1,0,0,-1,0,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-2,-1,1,-1,-1,1,0,-1,0,1,1,1,-1,0,1,0,1,1,-1,1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1
LPAR3,1,-1,0,-1,-1,0,0,0,0,1,0,-1,-1,2,-1,1,0,0,0,-1,-1,1,-1,0,1,0,0,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,1,-1,0,0,0,0,-1,1,-1,0,0,1,0,1,0,1,1,1,1,-1,1,1,0,1,0,1,1,-1,1,-1,-1,1,0,0,-1,-1,1,1,1,1,0,-1,0,1,0,0
LPAR5,-1,0,2,-1,0,0,0,0,1,0,0,0,1,2,-1,0,0,0,0,2,1,-1,0,0,-1,1,0,-1,0,1,1,1,1,0,-1,-1,1,-1,0,0,0,0,-1,0,1,1,-1,1,-1,1,1,-1,0,0,1,0,-1,0,1,-1,0,0,1,0,0,0,-1,0,0,-1,-1,-1,-1,0,1,0,-2,0,-1,0,0,-1,0,1,-1,1,0
LPAR6,-1,0,-1,-1,-1,-1,1,-1,0,0,0,1,1,-1,-1,-1,1,0,-2,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,0,-2,0,-1,-1,0,-2,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-2,0,-1,-1,-1,0,0,1,0,1,-1,-1,1,0,-1
LPIN1,0,0,1,1,1,0,0,0,1,-1,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,1,-1,0,0,0,1,-1,1,0,0,-1,-1,2,1,0,0,0,0,1,0,1,1,1,1,1,1,1,-1,-1,1,-1,0,0,1,0,1,0,1,-1,-1,1,0,1,0,1,-1,-1,1,-1,0,-1,0,-1,-1,0,1,0,0,1,-1,1,0,0
LPIN2,0,-1,2,-1,-1,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,-1,1,0,-1,1,1,1,-1,1,-1,0,0,0,0,1,1,0,-1,1,-1,-1,0,0,-1,-1,1,0,0,-2,1,-1,1,1,-1,1,-1,0,1,0,0,-1,1,1,0,0,-1,0,-1,-1,-1,1,0,1,-1,0,0,-1,-2,-1,0,-1,1,-1,-1,0,1,0,0
LPIN3,0,1,1,1,0,0,0,0,0,1,1,1,1,-1,0,0,0,0,0,-1,-1,1,1,1,1,1,1,0,2,1,0,1,0,1,2,1,-1,0,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,-1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0
LPL,-1,-1,0,-1,0,0,0,0,0,1,0,-1,0,0,0,-1,0,0,2,-1,-1,-1,-1,-1,1,1,1,0,0,-1,1,-1,0,-1,-1,-1,0,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,0,1,1,-1,0,-1,-1,0,-1,0,1,0,-1,-1,0,0,-1,0,-1,0,0,-1,-1,0
LRP2,0,-2,0,1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,-1,0,0,2,0,1,0,1,-1,0,1,0,1,0,-1,1,0,0,-1,0,1,0,-1,0,1,1,0,1,1,-1,1,0,0
LRP5,0,0,2,-1,0,1,0,0,0,-1,0,0,0,1,0,2,1,-1,0,-1,-1,1,-1,1,1,2,0,0,0,-1,-1,1,1,0,1,1,-1,1,1,0,-1,0,-1,0,2,1,-1,0,1,1,1,-1,0,1,1,0,1,0,1,0,1,1,1,-1,-1,-1,1,2,-1,1,2,0,-1,0,1,0,1,0,0,2,-1,-1,-1,1,1,1,0
LRP6,-1,0,2,-1,0,0,0,0,1,0,0,0,1,1,-1,0,0,0,0,2,1,-1,0,0,-1,1,0,-1,0,1,1,1,1,0,-1,-1,2,-1,0,0,0,0,-1,0,1,1,-1,-1,0,1,1,0,0,0,0,0,-1,0,1,-1,0,0,1,0,0,0,-1,-1,0,-1,-1,-1,-1,0,1,0,-2,0,1,0,0,0,0,1,1,1,0
LSP1,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,0,0,-1,0,1,1,0,-2,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,0,0,0,1,-1,-1,0,1,0,-1,-1,0,-1,-1,1,-1,1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,0
LTA,0,-1,0,-1,-1,0,1,0,-1,1,0,-1,-1,2,0,-2,0,-2,0,0,0,-1,0,-1,1,-1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,0,-1,-2,-1,0,-1,-1,-1,1,1,0,-1,1,0,1,0,0,-1,1,-1,1,-1,1,0,1,0,-1,1,-1,-1,0,1,0,1,0,-1,0,0,1,-1,-1,-1,-1,-2,-1,0,1
LTB,0,-1,0,-1,-1,0,1,0,-1,1,0,-1,-1,2,0,-2,0,-2,0,0,0,-1,0,-1,1,-1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,0,-1,-2,-1,0,-1,-1,-1,1,1,0,-1,1,0,1,0,0,-1,1,-1,1,-1,1,0,1,0,-1,1,-1,-1,0,1,0,1,0,-1,0,0,1,-1,-1,-1,-1,-2,-1,0,1
LTB4R2,0,-1,0,-1,-1,0,0,0,0,-1,0,0,-1,0,-1,-1,0,0,0,-1,0,1,0,-1,-1,1,0,-1,0,-1,1,0,0,-1,-1,0,1,-1,-1,0,0,-1,1,0,1,1,1,-1,-1,-1,0,0,-1,1,1,0,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,1,0,0
LTBP1,0,0,1,1,1,0,0,0,1,-1,0,0,0,-1,1,-1,0,0,0,0,1,0,0,0,1,-1,0,0,0,1,-1,1,0,0,0,-1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,-1,1,0,1,1,0,1,0,1,0,1,-1,0,1,-1,0,0,0,-1,-1,0,1,0,1,1,-1,1,0,0
LTBR,-1,0,2,-1,0,0,0,0,1,0,0,0,1,2,-1,0,0,0,0,2,1,-1,0,0,-1,1,0,-1,0,1,1,1,1,0,-1,-1,1,-1,0,0,0,0,-1,0,1,1,-1,1,-1,1,1,-1,0,2,1,0,-1,0,1,-1,0,0,1,0,0,0,-1,0,0,-1,-1,-1,-1,0,1,0,-2,0,-1,0,0,-1,0,1,-1,1,0
LY96,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,-1,0,2,0,0,1,1,0,1,2,1,1,0,0,0,1,1,0,-1,0,-1,-1,-1,1,1,1,0,1,0,1,-1,0,1,0,1,1,0,1,1,1,0,1,1,2,1,-1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,-1,1,0,1,1,0,1,1,0
LYN,1,0,0,1,0,0,1,0,0,1,0,1,1,-1,1,-2,0,0,0,0,1,1,0,1,1,1,1,0,0,-1,1,1,0,-1,0,-1,1,-1,1,1,1,0,1,0,1,-1,0,1,0,1,-1,1,1,1,-1,0,-1,1,1,1,-1,1,0,0,1,0,1,0,1,0,0,-1,0,0,0,1,1,1,2,1,0,1,1,0,1,1,0
MAGI1,0,0,-1,-1,-1,-2,0,0,0,0,0,-1,-1,1,-1,-1,0,0,0,0,0,0,1,-2,1,-2,-1,-1,0,0,-1,0,0,2,-1,0,1,-1,-1,0,1,0,0,-1,-1,0,0,-1,0,-1,-1,0,1,0,1,0,-2,-1,0,1,0,-2,-1,0,-1,1,2,0,1,-1,-1,-1,1,0,0,-1,-1,-1,0,-1,0,2,1,1,0,1,0
MAGI2,1,1,0,2,1,0,1,0,2,1,0,0,-1,2,1,2,1,2,0,0,0,2,1,1,1,-2,1,1,1,1,-1,0,1,2,2,0,0,-1,-2,0,1,1,2,1,1,-1,1,-2,1,1,-1,1,1,0,-1,0,1,1,-1,1,1,1,1,2,-2,1,-1,0,1,-2,-1,-1,1,1,1,0,1,1,0,1,0,-2,2,2,-1,1,1
MAGI3,0,-1,-1,-1,-1,0,0,0,0,1,0,-1,0,1,-1,0,0,0,0,-1,-1,1,-1,0,1,-1,0,1,0,0,1,-1,0,1,2,1,-1,1,0,0,0,0,-1,0,0,-1,-1,-1,1,-1,0,1,-1,0,1,0,1,1,1,1,-1,1,1,0,1,2,1,1,-1,1,0,0,0,0,0,-1,-1,0,2,1,1,1,1,-1,1,0,2
MALT1,-1,-1,1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-2,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,1,0,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,0,-2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0
MAML1,0,0,1,1,0,-1,0,0,0,1,-1,1,1,1,-1,1,0,0,0,2,1,0,0,0,-1,1,0,0,0,0,-1,1,1,0,1,0,2,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,2,1,1,0,-1,0,0,-1,0,0,1,1,1,1,1,1,-1,-1,0,0,0,1,0,1,0,1,-1,1,1,-1,-1,-1,-1,1,0
MAML2,0,1,2,-1,-1,1,0,-1,0,0,0,0,-1,1,0,1,1,0,0,0,-1,-1,-1,1,1,0,0,0,0,-1,0,1,1,1,-1,1,-2,1,1,0,0,0,-1,0,-1,1,0,1,1,-1,0,-1,2,1,1,0,1,0,-1,1,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,1,1,1,0,-1,-1,-1,1,0,1,1,1,0
MAML3,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1,-2,1,0,0,0,0,0,0,-1,0,-1,1,-1,0,0,-1,-1,-1,0,-1,0,0,1,-1,-1,1,0,-1,-1,-1,0,0,0,-1,0,0,-1,0,-1,0,1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,0,0
MAP2K1,-1,0,-1,-1,1,0,0,0,-1,-1,0,1,-1,1,0,1,0,-1,0,-1,-1,-1,0,1,-1,1,0,0,0,-1,-1,0,1,1,1,-1,0,-1,1,0,1,0,1,1,0,1,1,1,-1,0,1,-1,-1,1,-1,0,-1,-1,0,1,1,0,-1,0,1,-1,-1,1,0,1,0,-1,-1,0,0,0,0,-1,-1,0,1,0,-1,-1,0,1,0
MAP2K2,-1,-1,0,0,-1,0,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-2,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,0,-1,1,1,-1,0,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1
