symbol,A2058,A2780,A375,A427,CAOV3,HCT116,HT144,HT29,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,NCIH520,OCUBM,OV90,OVCAR3,PA1,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,UWB1289,VCAP
COL4A4,0,0,-1,0,-1,0,0,0,0,-1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,-1,1,-1,0
COL6A1,0,0,-1,0,1,-1,-1,-1,0,-1,-1,0,0,-1,-1,1,1,1,0,1,-1,0,0,1,-1,0,0,-1,-1,1
COL6A2,0,0,-1,0,1,-1,-1,-1,0,-1,-1,0,0,-1,-1,1,1,1,0,1,-1,0,0,1,-1,0,0,-1,-1,1
COL6A3,0,0,-1,0,-1,0,0,-1,0,0,1,0,1,0,1,0,1,-1,0,1,1,0,0,1,0,0,-1,1,-1,0
COL6A5,0,0,0,1,1,0,1,1,0,-1,-1,0,0,1,2,1,0,1,-2,0,1,0,1,1,0,0,0,2,1,0
COL6A6,0,0,0,1,1,0,1,1,0,-1,-1,0,0,1,2,1,0,1,0,0,1,0,1,1,0,0,0,2,1,0
COL9A1,0,0,-1,-1,1,0,-1,0,0,-1,0,-1,-1,1,1,-1,-1,0,0,-1,1,1,-1,1,0,0,1,-1,0,0
COL9A2,0,0,0,0,2,-1,-1,0,0,1,-1,0,-1,-1,2,0,0,-1,0,0,0,0,1,1,-1,0,-1,0,0,0
COL9A3,0,0,1,1,2,-1,2,1,0,-1,1,1,1,2,-2,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
COMP,1,0,1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-2,1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,0,1,1
COP1,1,1,1,1,-1,0,0,0,0,0,1,0,-1,0,1,1,0,0,0,-1,-1,0,1,1,0,0,1,1,1,0
CPT1A,0,0,0,1,1,-1,-1,1,1,-1,-1,0,-1,2,0,1,1,-1,0,1,0,2,2,1,1,0,1,-1,1,1
CPT1B,0,0,-1,-1,1,0,0,-1,0,0,-1,-1,-1,-1,-2,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,0,-1,-1
CPT1C,0,0,0,0,-1,-1,0,1,0,-1,-1,1,1,-1,-1,0,1,0,0,0,0,0,-1,1,-1,0,-1,0,0,1
CPT2,0,0,-1,0,2,-1,-1,-1,0,1,-1,0,-1,0,-1,0,0,1,0,1,0,0,1,1,-1,-1,-1,0,0,0
CREB1,0,0,-1,0,-1,0,0,0,0,-1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,-1,1,-1,0
CREB3,0,0,0,-1,1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,-1,1,0,0,0,2,-1,-1,-1,0,-1,-1,-1,1
CREB3L1,0,0,0,0,-1,0,-1,1,1,1,-1,0,-1,-1,1,1,1,1,0,0,-1,0,-1,1,1,0,1,-1,1,-1
CREB3L2,1,0,1,0,1,1,1,1,1,1,1,0,-1,1,-1,1,1,0,0,1,1,-1,0,-1,1,0,-1,1,1,1
CREB3L3,1,0,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-2,-1,1,1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
CREB3L4,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,-1,2,1,1,0,0,1,0,1,1
CREB5,1,0,0,1,-1,0,1,1,1,0,1,1,1,1,0,1,-1,0,0,0,1,-1,-1,1,1,0,2,1,-1,0
CREBBP,0,0,-1,0,-1,0,1,-1,0,-1,1,0,-1,-1,1,-1,1,-1,0,1,-1,0,-1,0,-1,0,0,-1,-1,-1
CRK,-1,0,-1,-1,-1,-1,-1,-1,0,1,1,0,1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,1,-1,-1,0,1,1
CRKL,0,0,-1,-1,2,-1,-1,-1,0,-1,-1,0,-1,-1,-2,-1,2,1,0,1,-1,2,0,-1,-1,2,-1,0,1,1
CRTC2,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,-1,2,1,1,0,0,1,0,1,1
CSF1,0,0,-1,-1,0,0,-1,0,0,-1,-1,0,-1,0,-1,-1,0,-1,0,1,1,0,1,1,0,-1,-1,1,1,0
CSF1R,0,0,-1,1,1,-1,0,0,1,1,1,0,1,1,1,-1,0,1,0,1,-1,0,1,0,0,1,1,-1,-1,0
CSF2,0,0,-1,1,1,-1,0,0,1,-1,1,0,1,1,1,-1,0,1,0,0,-1,-1,1,0,0,1,0,-1,-1,0
CSF2RB,0,0,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,1,-1,0
CSF3,0,0,-1,1,-1,0,0,0,0,-1,1,0,0,0,-1,2,1,-1,0,0,-1,2,-1,1,0,0,1,0,-1,1
CSF3R,0,0,0,0,2,-1,-1,0,0,1,-1,0,-1,-1,-2,0,0,-1,0,0,0,2,1,1,-1,0,-1,0,0,0
CSH1,0,0,-1,1,0,2,0,0,0,-1,1,0,1,0,1,1,0,0,0,0,-1,0,0,1,1,0,1,1,0,0
CSH2,0,0,-1,1,0,2,0,0,0,-1,1,0,1,0,1,1,0,0,0,0,-1,0,0,1,1,0,1,1,0,0
CSN2,0,0,-1,0,1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,1,0,0,-1,-1,-1,1
CSNK1A1,0,0,0,1,1,-1,0,0,1,1,1,0,1,1,1,-1,0,1,0,1,-1,0,1,0,0,1,1,-1,-1,0
CSNK1A1L,1,0,1,-1,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0
CSNK1D,0,0,-1,1,2,1,0,-1,0,-1,1,-1,0,0,0,1,0,0,0,1,-1,0,1,1,1,0,1,0,0,1
CSNK1E,0,0,-1,-1,0,-1,0,-1,0,0,-2,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,0
CSNK1G1,0,0,0,-1,1,-1,0,1,1,-1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-1,-1,1
CSNK1G2,-2,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-2,-1,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
CSNK1G3,0,0,1,1,1,0,1,0,1,-1,1,1,1,1,1,-1,-1,0,0,0,-1,0,1,0,0,1,1,0,-1,1
CSNK2A1,0,0,0,0,-1,0,-1,0,0,0,1,0,1,0,-1,1,1,-1,0,1,1,0,1,-1,1,-1,0,0,0,1
CSNK2A2,0,0,0,0,1,-1,0,-1,0,-1,1,1,-1,0,1,-1,0,-1,0,1,0,0,-1,1,1,0,-1,-1,1,-1
CSNK2A3,0,0,-1,0,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-2,0,-1,0,-1,1,1,-1,-1,-1,-1,0
CSNK2B,1,0,-1,0,2,-2,0,-1,0,-1,-1,-1,-2,0,-1,1,0,-1,0,1,-1,0,1,-1,0,-1,0,-1,-1,0
CTBP1,0,0,-1,-1,2,-1,-1,-1,0,1,-1,-1,-1,1,2,-1,-1,-1,-2,-2,-1,-1,-1,1,-1,0,0,-1,2,0
CTBP2,0,0,0,0,1,2,-1,0,0,-1,1,0,0,-1,-1,-1,0,1,0,1,-1,0,0,-1,0,0,-1,-1,-1,-1
CTF1,0,0,-1,0,1,0,0,-1,0,-1,1,0,-1,0,1,0,0,-1,0,0,-1,0,-1,1,0,0,0,-1,1,-1
CTLA4,0,0,-1,0,-1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,-1,1,1,0
CTNNA1,0,0,0,1,1,0,0,0,1,-1,1,0,1,1,1,-1,0,1,0,0,-1,2,1,0,0,1,0,-1,-1,1
CTNNA2,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,-1,1,1,0,-2,0,0,-1,1,1,0
CTNNA3,-1,0,-1,0,1,0,-1,-1,0,1,1,0,1,0,2,-1,-1,1,-1,-1,-1,1,0,-1,1,-1,1,-1,1,0
CTNNB1,0,0,1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,1,-1,-1,0,0,-2,1,-1,-1,-1,1,-1,1,-1,-1,1
CTNNBIP1,0,0,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,1,0,0,0,2,0,1,0,0,1,1,0,0,-1,0,0,0
CTNND1,0,0,0,1,1,0,0,1,1,1,-1,1,-1,-1,1,1,1,-1,0,1,1,1,1,0,1,0,1,-1,1,1
CTNND2,1,0,1,2,2,0,1,1,1,1,1,1,1,1,-2,1,-1,-1,-1,-1,-1,1,0,1,1,0,1,1,1,1
CTSB,0,0,-1,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,0,0,-1,0,0,-1,0,-1,-1,0,-1,-1
CTSD,0,0,-1,0,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1
CUL1,1,0,0,0,1,0,1,1,1,1,1,0,-1,1,-1,0,1,0,0,1,1,-1,0,1,1,0,-1,1,1,1
CUL3,0,0,-1,0,-1,0,0,0,0,-1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,-1,1,-1,0
CX3CL1,0,0,-1,0,1,-1,0,-1,0,-1,1,1,-1,0,0,1,0,-1,0,1,0,0,-1,1,1,0,-1,-1,1,-1
CX3CR1,0,0,0,0,-1,0,1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,-1,0,-1,0,-1,-1,1
CXCL1,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,1,0,0,-1,-1,-1,2
CXCL10,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,-1,0,-1,1,0,0,-1,-1,-1,1
CXCL11,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,-1,0,-1,1,0,0,-1,-1,-1,1
CXCL12,0,0,-1,0,1,0,-1,0,0,1,1,-1,0,0,0,0,0,1,0,1,-1,0,0,1,1,0,1,-1,1,0
CXCL13,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,-1,0,-1,1,0,0,-1,-1,-1,1
CXCL14,0,0,0,1,1,-1,0,0,1,1,1,0,1,1,1,-1,0,1,0,0,-1,0,1,0,0,1,0,-1,-1,0
CXCL16,-1,0,-1,0,-1,-1,-1,-1,0,-1,1,0,1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,1,-1,-1,0,1,-1
CXCL2,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,1,0,0,-1,-1,-1,-2
CXCL3,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,1,0,0,-1,-1,-1,2
CXCL5,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,1,0,0,-1,-1,-1,2
CXCL6,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,1,0,0,-1,-1,-1,2
CXCL8,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,1,0,0,-1,-1,-1,2
CXCL9,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,-1,0,-1,1,0,0,-1,-1,-1,1
CXCR1,0,0,-1,0,-1,-1,0,0,0,-1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-1,0,-1,0
CXCR2,0,0,-1,0,-1,-1,0,0,0,-1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-1,0,-1,0
CXCR4,0,0,-1,0,1,0,0,0,0,-1,1,0,1,0,1,0,0,0,-1,0,1,0,0,-1,0,0,-1,1,1,0
CXCR5,-1,0,0,-1,0,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,0,0,-1,-1,-1,1,1,1,-1,2,1
CXCR6,0,0,0,0,-1,0,0,-1,0,-1,-1,0,-1,-1,-2,-1,-1,0,0,0,1,-1,-1,-1,0,-1,0,-1,-1,1
CXXC4,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,0
CYCS,1,0,0,1,-1,0,1,1,1,0,1,1,1,1,0,1,2,0,0,0,1,-1,-1,1,1,0,1,1,-1,0
CYLD,0,0,-1,0,-1,0,0,-1,0,-1,1,1,-1,0,1,-1,0,-1,0,0,0,1,-1,0,1,0,-1,-1,-1,-1
CYP17A1,-1,0,0,0,1,1,-1,0,0,-1,1,0,0,0,-1,-1,0,1,0,0,-1,-1,0,-1,0,0,1,-1,-1,0
CYP27A1,0,0,-1,0,-1,-1,0,0,0,-1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-1,0,-1,0
CYP7A1,1,0,0,0,-1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1
CYP8B1,0,0,0,0,-1,0,0,-1,0,-1,-1,0,-1,-1,-2,-1,-1,0,0,0,1,-1,-1,-1,1,-1,1,-1,-1,1
CYSLTR2,1,0,0,-1,-1,0,0,0,-2,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0
CYTH1,0,0,-1,1,0,1,0,-1,0,-1,1,-1,0,0,0,1,0,-1,0,1,-1,0,1,1,1,0,1,0,0,1
CYTH2,0,0,0,0,-1,-1,0,1,0,-1,-1,1,1,-1,-1,0,1,0,0,0,0,0,-1,-1,-1,0,-1,0,0,1
CYTH3,1,0,1,1,-1,0,0,1,1,2,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,0,1,1,-1,0
CYTH4,0,0,-1,-1,1,-2,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,1,-1,0
DAAM1,0,0,-1,0,0,0,0,-1,0,-1,1,0,1,0,0,-1,0,1,0,0,-1,0,-1,1,0,0,1,1,-1,0
DAAM2,1,0,-1,0,1,-1,0,-1,0,-1,-1,-1,-1,0,-1,1,0,-1,0,0,0,0,1,-1,0,-1,0,-1,-1,0
DAB2IP,0,0,0,-1,1,-1,-1,-1,0,0,1,0,-1,-1,-1,1,1,-1,0,1,-1,0,-1,-1,0,0,1,-1,0,1
DAPP1,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,0
DAXX,1,0,-1,0,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,0,0,0,0,1,-1,0,-1,0,-1,-1,1
DBI,0,0,-1,0,1,0,0,0,0,1,1,0,0,0,1,-1,1,0,0,1,1,0,0,-1,0,0,-1,1,1,0
DCHS1,0,0,-1,0,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,1,1,-1,-1,-1,-1,0
DCHS2,0,0,-1,0,-1,0,-1,0,0,-1,0,-1,-1,0,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0
DCN,0,-1,1,0,-1,0,0,0,1,-1,1,1,1,1,1,1,1,0,0,-1,-1,1,0,0,0,0,1,1,0,1
DDB2,0,0,0,0,2,0,-1,1,1,1,-1,0,-1,-1,1,1,1,1,0,0,-1,0,-1,1,1,0,1,-1,1,-1
DDIT3,0,0,0,1,-1,-1,0,0,1,-1,1,0,1,1,-1,1,1,1,0,1,-1,0,0,-1,0,0,1,0,0,1
DDIT4,-1,0,-1,0,1,-1,-1,-1,0,1,1,-1,0,0,1,0,0,1,0,1,-1,0,0,-1,1,0,-1,-1,1,0
DDX58,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,0,1,-1,1,0,0,0,-1,-1,-1,-1,0,-1,-1,-2,1
DEFB4A,0,0,-1,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,0,0,-1,0,0,-1,0,-1,-1,0,-1,-1
DEFB4B,0,0,-1,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,0,0,-1,0,0,-1,0,-1,-1,0,-1,-1
DEPDC5,0,0,-1,-1,1,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,1,0,0,-1,0,0,-1,-1,-1,-1,1,-1,0
DEPTOR,1,0,1,-1,0,2,0,2,0,2,0,1,1,1,2,2,1,0,0,1,1,1,0,0,0,0,1,1,1,2
DHH,0,0,0,1,1,-1,0,0,1,-1,1,0,-1,1,0,1,1,0,0,0,-1,0,0,-1,1,0,1,0,1,1
DHX33,-1,0,-1,0,-1,-1,-1,-1,0,-1,1,0,1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,1,-1,-1,0,1,-1
DHX58,0,0,-1,1,-1,0,0,-1,0,-1,1,-1,1,0,0,2,1,-1,0,0,-1,1,-1,1,-1,0,1,0,0,-1
DIAPH1,0,0,0,1,1,-1,0,0,1,1,1,0,1,1,1,-1,0,1,0,1,-1,0,1,0,0,1,1,-1,-1,0
DISP1,1,1,2,-1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,-1,0,1,1,0,0,1,1,1,0
DKK1,0,0,-1,1,1,1,-1,0,0,1,1,-1,1,0,1,0,0,1,0,-1,-1,1,0,-1,1,0,1,-1,1,0
DKK2,0,0,-1,0,-1,0,-1,0,0,1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,0
DKK4,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,-1,1,0,-1,1,1,2,0,1,-1,0,0,-1,0,0,1,0,0,0
DLG1,1,0,-1,0,2,0,1,0,0,-1,-1,0,-1,1,2,1,0,1,0,-2,1,0,1,1,1,0,2,1,2,0
DLG2,0,-2,1,2,1,-2,-1,1,1,2,0,0,-1,-1,1,-1,0,-1,0,-1,1,0,-1,-1,1,1,1,0,1,1
DLG4,-1,0,-1,0,-1,-1,-1,-1,0,0,1,0,1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,1,-1,-1,0,1,-1
DLG5,0,0,-1,0,1,0,-1,0,0,1,1,0,0,0,2,1,1,0,0,1,-1,0,0,-1,1,0,1,-1,1,0
DLL1,0,-1,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,1,-2,0,-1,0,1,1,0,-1,1,-1,0,-1,-1,-1,0
DLL3,0,0,0,0,1,-1,0,1,0,-1,-1,1,1,-1,0,1,1,2,0,0,0,0,-1,-1,-1,0,-1,0,0,1
DLL4,0,0,-1,-1,-1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,2,-1,0,0,0,0,-1,-1,0
DNM1L,0,0,1,1,1,0,0,1,1,1,-1,0,-1,1,-1,1,1,1,0,0,-1,2,0,-1,1,0,1,1,1,1
DOCK2,0,0,-1,1,2,0,0,0,1,1,1,0,1,1,1,-1,0,1,0,1,-1,0,1,-1,0,1,1,-1,1,1
DOCK4,1,0,1,0,1,0,1,1,1,1,-2,1,0,1,-1,-1,0,0,0,1,1,-1,0,-1,1,0,-1,2,1,1
DRD1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,-1,0,1,-1,0,1,1,-1,1,-1
DRD2,0,0,0,-1,-1,0,-1,1,1,-1,-1,-2,-1,-1,1,-1,1,-1,0,0,1,-1,-1,-1,1,1,1,-1,2,1
DRD5,0,0,-1,-1,-1,-1,-1,-1,0,1,-2,-1,-1,1,-1,-1,-1,1,0,1,-1,-1,-1,1,-1,1,-1,-1,1,0
DTX1,0,0,0,0,2,0,0,0,1,-1,1,0,1,1,0,1,1,0,0,1,-1,0,0,1,0,0,1,0,1,1
DTX2,1,0,0,0,1,0,1,1,1,0,1,0,1,1,-1,1,-1,-1,0,-1,1,-1,0,1,1,0,1,2,1,1
DTX3,0,0,0,1,-1,-1,0,0,1,-1,1,0,1,1,-1,1,1,1,0,1,-1,0,0,-1,0,0,1,0,0,1
DTX3L,0,0,0,1,2,0,1,1,0,1,-1,0,-1,1,1,1,0,2,0,-1,1,0,1,1,0,0,0,1,1,0
DTX4,0,0,0,1,1,0,0,1,1,1,-1,1,-1,-1,1,1,0,0,0,0,1,1,1,0,1,0,1,-1,1,0
DUSP1,0,0,-1,1,1,0,0,0,1,1,1,0,1,1,1,-1,0,1,0,1,-1,0,1,1,0,1,0,-1,1,-1
DUSP10,1,1,1,-1,1,0,0,0,0,-1,1,0,1,0,2,0,0,0,0,0,-1,0,1,1,0,0,1,1,1,0
DUSP16,0,0,0,1,1,0,0,0,1,2,-1,0,-1,1,-1,1,1,2,0,1,-1,-1,-1,-1,1,0,-2,0,1,-1
DUSP2,0,0,-1,0,1,0,0,0,0,1,1,0,1,1,0,-1,1,0,0,1,1,0,0,-1,0,0,-1,0,1,0
DUSP3,0,0,-1,1,-1,0,0,-1,0,-1,1,-1,1,0,0,1,1,1,0,1,-1,1,-1,1,-1,0,1,0,0,-1
DUSP4,0,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,0,0,-1,0,0,-1,0,-1,-1,0,0,-1
DUSP5,0,0,0,0,1,1,-1,0,0,1,1,0,0,0,-1,-1,0,1,0,0,-1,0,0,-1,0,0,-1,-1,-1,0
DUSP6,0,-1,1,0,-1,0,0,0,1,-1,1,1,1,1,1,1,1,0,0,-1,-1,1,0,0,0,0,1,1,-1,1
DUSP7,0,0,0,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-2,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1
DUSP8,0,0,-1,0,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1
DVL1,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,1,-1,0,0,2,0,1,0,0,1,1,-1,0,-1,0,0,1
DVL2,-1,0,-1,0,-1,-1,-1,-1,0,0,1,0,1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,1,-1,-1,0,1,-1
DVL3,1,0,-1,2,2,0,1,0,0,-1,-1,0,0,1,2,1,0,1,0,0,1,0,1,1,-1,0,2,1,2,0
E2F4,0,0,0,0,1,0,0,0,0,-1,1,1,-1,0,1,-1,0,1,0,1,0,1,-1,1,2,0,-1,-1,-1,-1
E2F5,1,0,1,0,0,2,0,1,0,-1,0,1,1,1,1,1,0,0,-1,1,1,1,0,0,0,0,1,1,1,1
EBAG9,1,-1,1,-1,0,2,0,1,0,-1,0,1,1,1,2,1,0,0,0,1,1,1,0,-1,0,0,2,1,1,1
ECSIT,-2,0,1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,0,1,0
EDAR,0,0,-1,0,1,0,0,0,0,1,1,0,1,0,1,-1,0,0,0,1,1,0,0,-1,1,0,-1,1,1,0
EDARADD,1,1,1,-1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,-1,0,1,1,0,0,1,1,1,0
EDN1,1,0,-1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,1,-1,0,0,0,-1,1,-2
EDN2,0,0,0,0,2,-1,-1,0,0,1,-1,0,-1,-1,2,0,0,-1,0,0,0,0,1,1,-1,0,-1,0,0,0
EDN3,0,0,1,1,1,-1,2,1,0,1,1,1,1,2,-1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
EDNRA,0,0,-1,0,-1,0,-1,-1,0,1,0,-1,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,0,0,-1,-1,-1,0
EDNRB,1,0,1,-1,-1,0,1,-1,0,0,0,-1,-1,-1,-1,1,1,-1,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0
EEF2,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-2,-1,1,1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
EEF2K,0,0,0,0,-1,0,-1,0,0,-1,1,1,-1,-1,1,0,0,-1,0,0,-1,0,-1,-2,0,0,0,-1,2,-1
EFCAB7,0,0,1,0,2,0,-1,0,0,1,0,0,-1,0,-1,1,0,0,0,-2,1,0,1,1,0,-1,-1,1,0,0
EFNA1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,-1,1,0,1,0,-1,-1,-1,1,1,0,0,1,0,1,0
EFNA2,-2,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-2,-1,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
EFNA3,1,1,1,1,1,0,0,0,0,1,1,0,1,1,-1,1,0,1,0,-1,-1,-1,1,1,0,0,1,0,1,0
EFNA4,1,1,1,1,1,0,0,0,0,1,1,0,1,1,-1,1,0,1,0,-1,-1,-1,1,1,0,0,1,0,1,0
EFNA5,0,0,1,1,1,0,1,0,1,-1,1,1,1,-1,1,-1,0,0,0,-1,-1,0,1,0,0,1,1,0,-1,0
EGF,0,0,-1,0,2,0,-1,0,0,1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,0
EGFR,1,0,0,1,1,0,1,1,1,1,-2,2,1,1,1,1,1,0,0,0,2,-1,-1,1,1,0,1,2,1,1
EGLN1,1,1,1,-1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,-1,0,1,1,0,0,1,1,1,0
EGLN2,0,0,0,0,1,-1,0,1,0,-1,-1,1,1,-1,0,1,1,-1,0,0,0,0,-1,-1,-1,0,-1,0,0,1
EGLN3,0,0,-1,0,0,0,0,-1,0,1,1,0,1,0,-1,-1,0,-1,2,1,-1,0,-1,1,0,0,1,0,1,0
EGR1,0,0,0,1,1,0,0,0,1,-1,1,0,1,1,1,-1,0,1,0,0,-1,2,1,0,0,1,0,-1,-1,1
EGR2,0,0,-1,0,1,0,-1,0,0,1,1,0,1,0,1,0,-1,1,0,0,-1,0,0,-1,1,0,1,-1,1,0
EGR3,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,0,0,-1,0,0,-1,0,-1,-1,0,-1,-1
EHHADH,1,0,-1,2,2,0,1,0,0,-1,-1,0,0,1,2,1,0,1,0,0,1,0,1,1,1,0,2,1,2,0
EI24,0,0,1,-1,-1,0,-1,1,1,-1,-1,1,-1,-1,1,-1,0,-1,0,0,1,-1,-1,-1,1,1,2,-1,2,1
EIF4B,0,0,-1,1,-1,-1,0,0,1,-1,1,0,-1,1,0,1,1,0,0,1,-1,0,0,-1,1,0,1,0,1,1
EIF4E,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,0
EIF4E1B,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,-1,0,1,-1,0,1,0,-1,1,1
EIF4E2,0,0,-1,0,-1,0,0,0,0,-1,1,0,1,0,0,0,1,-1,0,1,1,0,0,1,0,0,-1,1,-1,0
EIF4EBP1,0,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,1,-1,2,1,-1,1,0,0,-1,0,0,-1,0,2,1,0,0,1
